title=生存本能ヴァルキュリア
jacket=jacket.png
difficulty=nor
music=生存本能ヴァルキュリア.mp3
length=128
bpm=178
unit=128
samcur=61.5f
samlength=
--
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
001|001|001|001|0

--
000|000|000|001|0
000|000|000|000|0
000|000|000|000|0
001|001|000|000|0
000|000|000|000|0
000|000|000|000|0
010|000|010|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
001|000|001|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
001|001|001|001|0
000|000|000|000|0
000|000|000|001|0
000|000|000|000|0
000|000|000|000|0
001|001|000|000|0
000|000|000|000|0
000|000|000|000|0
010|000|010|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
001|000|001|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
001|001|001|001|0
000|000|000|000|0
000|000|000|001|0
000|000|000|000|0
000|000|000|000|0
001|001|000|000|0
000|000|000|000|0
000|000|000|000|0
010|000|010|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
001|000|001|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
001|001|001|001|0
000|000|000|000|0
000|000|000|001|0
000|000|000|000|0
000|000|000|000|0
001|001|000|000|0
000|000|000|000|0
000|000|000|000|0
010|000|010|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
001|000|001|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
001|001|001|001|0
000|000|000|000|0
--


