title=Follow Up
jacket=jacket.png
difficulty=nor
music=Follow Up.mp3
length=1280
bpm=175
unit=128
samcur=68.1
samlength=0
--
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
--
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
000|000|000|000|1
100|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
100|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
100|000|000|000|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
100|100|100|100|0
000|000|000|000|0
000|000|000|000|0
000|000|000|000|0
